uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	organism_id	refseq	kegg	length	locus_tag	pathway	go_ids	go_bp	localization
O69078	reviewed	CSRA_PSEAE	Translational regulator CsrA (Carbon storage regulator) (Global translational regulatory protein RsmA)	csrA rsmA PA0905	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_249596.1; NC_002516.2.;WP_003085981.1; NZ_QZGE01000007.1.;	pae:PA0905	61	PA0905	NA	GO:0005829; GO:0006109; GO:0006402; GO:0009372; GO:0030254; GO:0033103; GO:0043455; GO:0045947; GO:0045948; GO:0048027; GO:1900190	mRNA catabolic process [GO:0006402]; negative regulation of translational initiation [GO:0045947]; positive regulation of translational initiation [GO:0045948]; protein secretion by the type III secretion system [GO:0030254]; protein secretion by the type VI secretion system [GO:0033103]; quorum sensing [GO:0009372]; regulation of carbohydrate metabolic process [GO:0006109]; regulation of secondary metabolic process [GO:0043455]; regulation of single-species biofilm formation [GO:1900190]	cytoplasm
P00282	reviewed	AZUR_PSEAE	Azurin	azu PA4922	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_253609.1; NC_002516.2.;WP_003095591.1; NZ_QZGE01000002.1.;	pae:PA4922	148	PA4922	NA	GO:0005507; GO:0008270; GO:0009055; GO:0042597; GO:0042802; GO:0046914	NA	periplasm
P04739	reviewed	PILA_PSEAE	Type IV major pilin protein PilA (Pilin)	pilA fimA PA4525	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_253215.1; NC_002516.2.;WP_003112842.1; NZ_QZGE01000004.1.;	pae:PA4525	149	PA4525	NA	GO:0005829; GO:0005886; GO:0009289; GO:0009986; GO:0043107; GO:0043709; GO:0044011; GO:0044096; GO:0044167; GO:0050848	cell adhesion involved in single-species biofilm formation [GO:0043709]; regulation of calcium-mediated signaling [GO:0050848]; single-species biofilm formation on inanimate substrate [GO:0044011]; type IV pilus-dependent motility [GO:0043107]	inner membrane
P07874	reviewed	ALGA_PSEAE	Alginate biosynthesis protein AlgA [Includes: Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI); Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) (GDP-mannose pyrophosphorylase) (GMP) (GMPP) (GTP--mannose-1-phosphate guanylyltransferase)]	algA pmi PA3551	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_252241.1; NC_002516.2.;WP_003092113.1; NZ_QZGE01000001.1.;	pae:PA3551	481	PA3551	PATHWAY: Nucleotide-sugar biosynthesis; GDP-alpha-D-mannose biosynthesis; GDP-alpha-D-mannose from alpha-D-mannose 1-phosphate (GTP route): step 1/1.; PATHWAY: Nucleotide-sugar biosynthesis; GDP-alpha-D-mannose biosynthesis; alpha-D-mannose 1-phosphate from D-fructose 6-phosphate: step 1/2.	GO:0004475; GO:0004476; GO:0005525; GO:0009298; GO:0042121	alginic acid biosynthetic process [GO:0042121]; GDP-mannose biosynthetic process [GO:0009298]	unknown
P08308	reviewed	OTCC_PSEAE	Ornithine carbamoyltransferase, catabolic (OTCase) (EC 2.1.3.3)	arcB PA5172	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_253859.1; NC_002516.2.;WP_003100031.1; NZ_QZGE01000002.1.;	pae:PA5172	336	PA5172	PATHWAY: Amino-acid degradation; L-arginine degradation via ADI pathway; carbamoyl phosphate from L-arginine: step 2/2. {ECO:0000305|PubMed:113384, ECO:0000305|PubMed:4962140, ECO:0000305|PubMed:6438064}.	GO:0004585; GO:0005737; GO:0016597; GO:0019240; GO:0019546; GO:0019547; GO:0042450	arginine biosynthetic process via ornithine [GO:0042450]; arginine catabolic process to ornithine [GO:0019547]; arginine deiminase pathway [GO:0019546]; citrulline biosynthetic process [GO:0019240]	cytoplasm
P09785	reviewed	PHNA_PSEAE	Anthranilate synthase component 1, pyocyanine specific (AS) (ASI) (EC 4.1.3.27) (Anthranilate synthase alpha subunit, pyocyanine specific)	phnA trpE PA1001	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_249692.1; NC_002516.2.;WP_010895533.1; NZ_QZGE01000006.1.;	pae:PA1001	530	PA1001	PATHWAY: Secondary metabolite biosynthesis; pyocyanine biosynthesis. {ECO:0000305|PubMed:2153661}.	GO:0000162; GO:0002047; GO:0004049; GO:0046872	phenazine biosynthetic process [GO:0002047]; tryptophan biosynthetic process [GO:0000162]	unknown
P09786	reviewed	PHNB_PSEAE	Anthranilate synthase component 2, pyocyanine specific (AS) (ASII) (EC 4.1.3.27) (Anthranilate synthase beta subunit, pyocyanine specific) (Anthranilate synthase, GATase component) (Anthranilate synthase, glutamine amidotransferase component)	phnB trpG PA1002	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_249693.1; NC_002516.2.;WP_003112548.1; NZ_QZGE01000006.1.;	pae:PA1002	200	PA1002	PATHWAY: Secondary metabolite biosynthesis; pyocyanine biosynthesis. {ECO:0000305|PubMed:2153661}.	GO:0000162; GO:0002047; GO:0004048; GO:0004049; GO:0005829; GO:0006541	glutamine metabolic process [GO:0006541]; phenazine biosynthetic process [GO:0002047]; tryptophan biosynthetic process [GO:0000162]	unknown
P0DPC1	reviewed	PHZD2_PSEAE	Phenazine biosynthesis protein PhzD2 (2-amino-4-deoxychorismate hydrolase) (EC 3.3.2.15) (Isochorismatase) (Trans-2,3-dihydro-3-hydroxyanthranilic acid synthase)	phzD2 phzD PA1902	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_250593.1; NC_002516.2.;NP_252902.1; NC_002516.2.;WP_003093625.1; NZ_QZGE01000046.1.;	pae:PA1902	207	PA1902	PATHWAY: Antibiotic biosynthesis; phenazine biosynthesis. {ECO:0000305|PubMed:11591691}.	GO:0002047; GO:0008908	phenazine biosynthetic process [GO:0002047]	unknown
P11436	reviewed	AMIE_PSEAE	Aliphatic amidase (EC 3.5.1.4) (Acylamide amidohydrolase)	amiE PA3366	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_252056.1; NC_002516.2.;WP_003113129.1; NZ_QZGE01000017.1.;	pae:PA3366	346	PA3366	NA	GO:0003837; GO:0004040; GO:0015976; GO:0016811; GO:0033396; GO:0043605; GO:0043864	amide catabolic process [GO:0043605]; beta-alanine biosynthetic process via 3-ureidopropionate [GO:0033396]; carbon utilization [GO:0015976]	unknown
P11439	reviewed	TOXA_PSEAE	Exotoxin A (ETA) (EC 2.4.2.36) (NAD(+)--diphthamide ADP-ribosyltransferase) (Pseudomonas exotoxin) (PE)	eta PA1148	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_249839.1; NC_002516.2.;WP_003112478.1; NZ_QZGE01000006.1.;	pae:PA1148	638	PA1148	NA	GO:0016779; GO:0047286; GO:0090729	NA	unknown
P11720	reviewed	TRPI_PSEAE	HTH-type transcriptional regulator TrpI (TrpBA operon transcriptional activator)	trpI PA0037	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_248727.1; NC_002516.2.;WP_003114633.1; NZ_QZGE01000012.1.;	pae:PA0037	295	PA0037	NA	GO:0000162; GO:0003700; GO:0006351; GO:0006355; GO:0032993; GO:0043565; GO:2000284	DNA-templated transcription [GO:0006351]; positive regulation of amino acid biosynthetic process [GO:2000284]; regulation of DNA-templated transcription [GO:0006355]; tryptophan biosynthetic process [GO:0000162]	unknown
P11759	reviewed	ALGD_PSEAE	GDP-mannose 6-dehydrogenase (GMD) (EC 1.1.1.132) (Guanosine diphospho-D-mannose dehydrogenase)	algD PA3540	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_252230.1; NC_002516.2.;WP_003110461.1; NZ_QZGE01000001.1.;	pae:PA3540	436	PA3540	PATHWAY: Glycan biosynthesis; alginate biosynthesis. {ECO:0000305|PubMed:12705829, ECO:0000305|PubMed:3108855}.	GO:0006970; GO:0036460; GO:0042121; GO:0044010; GO:0047919; GO:0051287	alginic acid biosynthetic process [GO:0042121]; cellular response to cell envelope stress [GO:0036460]; response to osmotic stress [GO:0006970]; single-species biofilm formation [GO:0044010]	unknown
P14532	reviewed	CCPR_PSEAE	Cytochrome c551 peroxidase (CCP) (Cytochrome c peroxidase) (EC 1.11.1.5)	ccpA PA4587	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_253277.1; NC_002516.2.;WP_003094815.1; NZ_QZGE01000004.1.;	pae:PA4587	346	PA4587	NA	GO:0004130; GO:0009055; GO:0020037; GO:0042597; GO:0046872	NA	periplasm
P14756	reviewed	ELAS_PSEAE	Elastase (EC 3.4.24.26) (Neutral metalloproteinase) (PAE) (Pseudolysin) [Cleaved into: Pro-elastase]	lasB PA3724	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_252413.1; NC_002516.2.;WP_003113835.1; NZ_QZGE01000001.1.;	pae:PA3724	498	PA3724	NA	GO:0004175; GO:0004222; GO:0005576; GO:0006508; GO:0015628; GO:0043952; GO:0044010; GO:0046872; GO:0071978	bacterial-type flagellum-dependent swarming motility [GO:0071978]; protein secretion by the type II secretion system [GO:0015628]; protein transport by the Sec complex [GO:0043952]; proteolysis [GO:0006508]; single-species biofilm formation [GO:0044010]	secreted
P14789	reviewed	LASA_PSEAE	Protease LasA (EC 3.4.24.-) (Staphylolytic protease)	lasA PA1871	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_250562.1; NC_002516.2.;WP_010895585.1; NZ_QZGE01000003.1.;	pae:PA1871	418	PA1871	NA	GO:0000920; GO:0004175; GO:0004222; GO:0005615; GO:0006508; GO:0009253; GO:0009279; GO:0015628; GO:0032153; GO:0043952; GO:0046872	peptidoglycan catabolic process [GO:0009253]; protein secretion by the type II secretion system [GO:0015628]; protein transport by the Sec complex [GO:0043952]; proteolysis [GO:0006508]; septum digestion after cytokinesis [GO:0000920]	secreted
P20582	reviewed	PQSD_PSEAE	Anthraniloyl-CoA anthraniloyltransferase (EC 2.3.1.262) (2-heptyl-4(1H)-quinolone synthase PqsD) (PqsD)	pqsD PA0999	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_249690.1; NC_002516.2.;WP_003112550.1; NZ_QZGE01000006.1.;	pae:PA0999	337	PA0999	NA	GO:0004315; GO:0005737; GO:0006633; GO:0016746; GO:0044550	fatty acid biosynthetic process [GO:0006633]; secondary metabolite biosynthetic process [GO:0044550]	cytoplasm
P20586	reviewed	PHHY_PSEAE	p-hydroxybenzoate hydroxylase (PHBH) (EC 1.14.13.2) (4-hydroxybenzoate 3-monooxygenase)	pobA PA0247	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_248938.1; NC_002516.2.;WP_003112685.1; NZ_QZGE01000024.1.;	pae:PA0247	394	PA0247	PATHWAY: Aromatic compound metabolism; benzoate degradation via hydroxylation; 3,4-dihydroxybenzoate from benzoate: step 2/2. {ECO:0000305}.	GO:0016491; GO:0018659; GO:0043640; GO:0050660; GO:0071949; GO:0106356	benzoate catabolic process via hydroxylation [GO:0043640]	unknown
P22608	reviewed	PILB_PSEAE	Type IV pilus assembly ATPase PilB	pilB PA4526	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_253216.1; NC_002516.2.;WP_003112841.1; NZ_QZGE01000004.1.;	pae:PA4526	566	PA4526	NA	GO:0005524; GO:0005737; GO:0005886; GO:0015031; GO:0016887; GO:0043107; GO:0043683; GO:0046872; GO:0048870	cell motility [GO:0048870]; protein transport [GO:0015031]; type IV pilus assembly [GO:0043683]; type IV pilus-dependent motility [GO:0043107]	cytoplasm
P22610	reviewed	LEP4_PSEAE	Prepilin leader peptidase/N-methyltransferase (Protein PilD) (Protein secretion protein XCPA) [Includes: Leader peptidase (EC 3.4.23.43) (Prepilin peptidase); N-methyltransferase (EC 2.1.1.-)]	pilD xcpA PA4528	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_253218.1; NC_002516.2.;WP_003112839.1; NZ_QZGE01000004.1.;	pae:PA4528	290	PA4528	NA	GO:0004190; GO:0005886; GO:0006465; GO:0008170; GO:0009297; GO:0015627; GO:0032259; GO:0043683; GO:0046872	methylation [GO:0032259]; pilus assembly [GO:0009297]; signal peptide processing [GO:0006465]; type IV pilus assembly [GO:0043683]	inner membrane
P23747	reviewed	ALGB_PSEAE	Alginate biosynthesis transcriptional regulatory protein AlgB	algB PA5483	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_254170.1; NC_002516.2.;WP_003102840.1; NZ_QZGE01000012.1.;	pae:PA5483	449	PA5483	PATHWAY: Glycan biosynthesis; alginate biosynthesis [regulation].	GO:0000160; GO:0005524; GO:0016887; GO:0042121; GO:0043565; GO:0045862; GO:0045893; GO:1900232; GO:1900378; GO:2000147	alginic acid biosynthetic process [GO:0042121]; negative regulation of single-species biofilm formation on inanimate substrate [GO:1900232]; phosphorelay signal transduction system [GO:0000160]; positive regulation of cell motility [GO:2000147]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of proteolysis [GO:0045862]; positive regulation of secondary metabolite biosynthetic process [GO:1900378]	unknown
P24474	reviewed	NIRS_PSEAE	Nitrite reductase (EC 1.7.2.1) (Cytochrome cd1) (Cytochrome oxidase) (Hydroxylamine reductase) (EC 1.7.99.1)	nirS PA0519	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_249210.1; NC_002516.2.;WP_003111532.1; NZ_QZGE01000010.1.;	pae:PA0519	568	PA0519	NA	GO:0009055; GO:0020037; GO:0042597; GO:0046872; GO:0050418; GO:0050421	NA	periplasm
P24559	reviewed	PILT_PSEAE	Type IV pilus retractation ATPase PilT	pilT PA0395	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1	208964	NP_249086.1; NC_002516.2.;WP_003084552.1; NZ_QZGE01000016.1.;	pae:PA0395	344	PA0395	NA	GO:0005524; GO:0005737; GO:0016887; GO:0043107; GO:0043108; GO:0044096	pilus retraction [GO:0043108]; type IV pilus-dependent motility [GO:0043107]	cytoplasm
