uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	organism_id	refseq	length	locus_tag	pathway	go_ids	go_bp	localization
Q54801	reviewed	DYR_STRPN	Dihydrofolate reductase (EC 1.5.1.3)	dhfR dfr SP_1571	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000162484.1; NZ_CP089948.1.;	168	SP_1571	PATHWAY: Cofactor biosynthesis; tetrahydrofolate biosynthesis; 5,6,7,8-tetrahydrofolate from 7,8-dihydrofolate: step 1/1.	GO:0004146; GO:0005829; GO:0006545; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0046677; GO:0050661	dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process [GO:0006545]; one-carbon metabolic process [GO:0006730]; response to antibiotic [GO:0046677]; tetrahydrofolate biosynthetic process [GO:0046654]	unknown
Q59961	reviewed	PARE_STRPN	DNA topoisomerase 4 subunit B (EC 5.6.2.2) (Topoisomerase IV subunit B)	parE SP_0852	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000037283.1; NZ_CP089948.1.;	647	SP_0852	NA	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0006265; GO:0007059; GO:0046872	chromosome segregation [GO:0007059]; DNA topological change [GO:0006265]	unknown
Q97NV3	reviewed	CH10_STRPN	Co-chaperonin GroES (10 kDa chaperonin) (Chaperonin-10) (Cpn10)	groES groS SP_1907	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000917330.1; NZ_CP089948.1.;	94	SP_1907	NA	GO:0005524; GO:0005737; GO:0042802; GO:0044183; GO:0046872; GO:0051082; GO:0051085; GO:0051087	chaperone cofactor-dependent protein refolding [GO:0051085]	cytoplasm
Q97PA9	reviewed	STKP_STRPN	Serine/threonine-protein kinase StkP (Ser/Thr-protein kinase StkP) (EC 2.7.11.1) (Eukaryotic-type Ser/Thr protein kinase) (ESTPK)	stkP SP_1732	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000614538.1; NZ_CP089948.1.;	659	SP_1732	NA	GO:0000917; GO:0004674; GO:0005524; GO:0005886; GO:0008360; GO:0016310; GO:0106310	division septum assembly [GO:0000917]; phosphorylation [GO:0016310]; regulation of cell shape [GO:0008360]	inner membrane
Q97QP7	reviewed	IGA1A_STRPN	Immunoglobulin A1 protease (IgA1 protease) (EC 3.4.24.13) (IgA-specific zinc metalloproteinase)	iga SP_1154	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000417180.1; NZ_CP089948.1.;	2004	SP_1154	NA	GO:0004222; GO:0005576; GO:0006508; GO:0008270; GO:0016020	proteolysis [GO:0006508]	secreted
Q97QP9	reviewed	ADDA_STRPN	Exonuclease/helicase subunit RexA (EC 3.1.-.-) (EC 5.6.2.4) (ATP-dependent helicase/deoxyribonuclease subunit A) (DNA 3'-5' helicase AddA)	rexA addA SP_1152	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000767212.1; NZ_CP089948.1.;	1216	SP_1152	NA	GO:0000724; GO:0003690; GO:0005524; GO:0005829; GO:0008408; GO:0016853; GO:0016887; GO:0033202; GO:0043138	double-strand break repair via homologous recombination [GO:0000724]	unknown
Q97QS2	reviewed	ENO_STRPN	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase) (Alpha-enolase) (Eno)	eno SP_1128	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000022813.1; NZ_CP089948.1.;	434	SP_1128	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 4/5. {ECO:0000255|HAMAP-Rule:MF_00318}.	GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0006096; GO:0009274; GO:0009986	glycolytic process [GO:0006096]	cytoplasm
Q97QZ1	reviewed	PEZT_STRPN	Toxin PezT (UDP-N-acetylglucosamine kinase) (UNAG kinase) (EC 2.7.1.176) (Zeta toxin)	pezT SP_1051	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000405360.1; NZ_CP089948.1.;	253	SP_1051	NA	GO:0005524; GO:0016301; GO:0016310	phosphorylation [GO:0016310]	unknown
Q97R46	reviewed	GLMU_STRPN	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU SP_0988	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000064406.1; NZ_CP089948.1.;	459	SP_0988	PATHWAY: Nucleotide-sugar biosynthesis; UDP-N-acetyl-alpha-D-glucosamine biosynthesis; N-acetyl-alpha-D-glucosamine 1-phosphate from alpha-D-glucosamine 6-phosphate (route II): step 2/2. {ECO:0000255|HAMAP-Rule:MF_01631}.; PATHWAY: Nucleotide-sugar biosynthesis; UDP-N-acetyl-alpha-D-glucosamine biosynthesis; UDP-N-acetyl-alpha-D-glucosamine from N-acetyl-alpha-D-glucosamine 1-phosphate: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01631}.; PATHWAY: Bacterial outer membrane biogenesis; LPS lipid A biosynthesis. {ECO:0000255|HAMAP-Rule:MF_01631}.	GO:0000287; GO:0000902; GO:0003977; GO:0005737; GO:0006048; GO:0008360; GO:0009245; GO:0009252; GO:0019134; GO:0071555	cell morphogenesis [GO:0000902]; cell wall organization [GO:0071555]; lipid A biosynthetic process [GO:0009245]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	cytoplasm
Q97R83	reviewed	PYRH_STRPN	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	pyrH SP_0944	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	NA	247	SP_0944	PATHWAY: Pyrimidine metabolism; CTP biosynthesis via de novo pathway; UDP from UMP (UMPK route): step 1/1.	GO:0005524; GO:0005829; GO:0006225; GO:0016310; GO:0033862; GO:0044210	'de novo' CTP biosynthetic process [GO:0044210]; phosphorylation [GO:0016310]; UDP biosynthetic process [GO:0006225]	cytoplasm
Q97SE5	reviewed	GATC_STRPN	Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-)	gatC SP_0438	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000705418.1; NZ_CP089948.1.;	100	SP_0438	NA	GO:0005524; GO:0006412; GO:0006450; GO:0030956; GO:0050566; GO:0050567; GO:0070681	glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; regulation of translational fidelity [GO:0006450]; translation [GO:0006412]	unknown
Q97SR4	reviewed	ISPT_STRPN	Isoprenyl transferase (EC 2.5.1.-)	uppS SP_0261	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000466719.1; NZ_CP089948.1.;	252	SP_0261	NA	GO:0000287; GO:0002094; GO:0005829; GO:0005886; GO:0008834; GO:0016094; GO:0030145; GO:0033850	polyprenol biosynthetic process [GO:0016094]	unknown
Q9L7Q2	reviewed	ZMPB_STRPN	Zinc metalloprotease ZmpB (EC 3.4.24.-)	zmpB SP_0664	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000472995.1; NZ_CP089948.1.;	1906	SP_0664	NA	GO:0004222; GO:0005576; GO:0006508; GO:0008270; GO:0009986; GO:0016020	proteolysis [GO:0006508]	secreted
Q9S400	reviewed	AROA_STRPN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA SP_1371	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001808726.1; NZ_CP089948.1.;	427	SP_1371	PATHWAY: Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 6/7. {ECO:0000255|HAMAP-Rule:MF_00210, ECO:0000305}.	GO:0003855; GO:0003866; GO:0004764; GO:0004765; GO:0005737; GO:0008652; GO:0009073; GO:0009423	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	cytoplasm
A0A0H2UMY0	reviewed	SBP92_STRPN	Carbohydrate ABC transporter substrate-binding protein (Carbohydrate substrate-binding protein SP0092) (Carbohydrate SBP SP0092)	SP_0092	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000800407.1; NZ_CP089948.1.;	491	SP_0092	NA	GO:0008270; GO:0010339; GO:0042803; GO:0051289; GO:0055052; GO:0070207; GO:0098704	carbohydrate import across plasma membrane [GO:0098704]; protein homotetramerization [GO:0051289]; protein homotrimerization [GO:0070207]	unknown
A0A0H2UN41	unreviewed	A0A0H2UN41_STRPN	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]	ribAB ribBA SP_0176	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001835921.1; NZ_CP089948.1.;	401	SP_0176	PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; 2-hydroxy-3-oxobutyl phosphate from D-ribulose 5-phosphate: step 1/1. {ECO:0000256|ARBA:ARBA00004904, ECO:0000256|HAMAP-Rule:MF_01283}.; PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; 5-amino-6-(D-ribitylamino)uracil from GTP: step 1/4. {ECO:0000256|ARBA:ARBA00004853, ECO:0000256|HAMAP-Rule:MF_01283}.	GO:0000287; GO:0003935; GO:0005525; GO:0005829; GO:0008270; GO:0008686; GO:0009231; GO:0030145	riboflavin biosynthetic process [GO:0009231]	unknown
A0A0H2UPS5	unreviewed	A0A0H2UPS5_STRPN	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	asd SP_1013	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000542476.1; NZ_CP089948.1.;	358	SP_1013	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via DAP pathway; (S)-tetrahydrodipicolinate from L-aspartate: step 2/4. {ECO:0000256|ARBA:ARBA00005076, ECO:0000256|HAMAP-Rule:MF_02121}.; PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; L-homoserine from L-aspartate: step 2/3. {ECO:0000256|ARBA:ARBA00005021, ECO:0000256|HAMAP-Rule:MF_02121}.; PATHWAY: Amino-acid biosynthesis; L-threonine biosynthesis; L-threonine from L-aspartate: step 2/5. {ECO:0000256|ARBA:ARBA00005097, ECO:0000256|HAMAP-Rule:MF_02121}.	GO:0004073; GO:0009088; GO:0009089; GO:0009097; GO:0019877; GO:0046983; GO:0050661; GO:0051287; GO:0071266	'de novo' L-methionine biosynthetic process [GO:0071266]; diaminopimelate biosynthetic process [GO:0019877]; isoleucine biosynthetic process [GO:0009097]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]	unknown
A0A0H2UQ68	reviewed	WALR_STRPN	Transcriptional regulatory protein WalR	walR rr02 vicR yycF SP_1227	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000722076.1; NZ_CP089948.1.;	234	SP_1227	NA	GO:0000156; GO:0000987; GO:0005829; GO:0006633; GO:0016020; GO:0032993; GO:0045892	fatty acid biosynthetic process [GO:0006633]; negative regulation of DNA-templated transcription [GO:0045892]	cytoplasm
A0A0H2URB1	reviewed	GLYD_STRPN	Glycosyltransferase GlyD (PsrP glycosyltransferase GlyD)	glyD SP_1767	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001044136.1; NZ_CP089948.1.;	814	SP_1767	PATHWAY: Protein modification; protein glycosylation. {ECO:0000269|PubMed:28246170}.	GO:0000166; GO:0006486; GO:0016757; GO:0046872	protein glycosylation [GO:0006486]	unknown
A0A0H2URD6	reviewed	FUSA_STRPN	Fructooligosaccharide ABC transporter substrate-binding protein FusA (FOS ABC transporter SBP FusA)	fusA SP_1796	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000669747.1; NZ_CP089948.1.;	538	SP_1796	NA	GO:0005886; GO:0015774; GO:0046872	polysaccharide transport [GO:0015774]	inner membrane
A0A0H2URT2	reviewed	ADHE_STRPN	Aldehyde-alcohol dehydrogenase [Includes: Alcohol dehydrogenase (ADH) (EC 1.1.1.1); Aldehyde dehydrogenase (ALDH) (EC 1.2.1.3)]	adhE SP_2026	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000763969.1; NZ_CP089948.1.;	883	SP_2026	NA	GO:0004022; GO:0004029; GO:0006066; GO:0008774; GO:0015976; GO:0046872	alcohol metabolic process [GO:0006066]; carbon utilization [GO:0015976]	unknown
A0A0H2US70	reviewed	PCSB_STRPN	Peptidoglycan hydrolase PcsB (EC 3.2.1.-)	pcsB usp45 SP_2216	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000727012.1; NZ_CP089948.1.;	392	SP_2216	NA	GO:0005576; GO:0005886; GO:0016787	NA	inner membrane
P05382	reviewed	DHPS_STRPN	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	sulA SP_0289	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	NA	314	SP_0289	PATHWAY: Cofactor biosynthesis; tetrahydrofolate biosynthesis; 7,8-dihydrofolate from 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate and 4-aminobenzoate: step 1/2.	GO:0004156; GO:0005829; GO:0046654; GO:0046656; GO:0046872	folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	unknown
P0A2W6	reviewed	ACPS_STRPN	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS SP_1699	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000635008.1; NZ_CP089948.1.;	120	SP_1699	NA	GO:0000287; GO:0005737; GO:0006633; GO:0008897	fatty acid biosynthetic process [GO:0006633]	cytoplasm
P0A2W8	reviewed	ALR_STRPN	Alanine racemase (EC 5.1.1.1)	alr alaR SP_1698	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000648075.1; NZ_CP089948.1.;	367	SP_1698	PATHWAY: Amino-acid biosynthesis; D-alanine biosynthesis; D-alanine from L-alanine: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01201}.	GO:0005829; GO:0008784; GO:0009252; GO:0030170; GO:0030632	D-alanine biosynthetic process [GO:0030632]; peptidoglycan biosynthetic process [GO:0009252]	unknown
P0A2Y6	reviewed	AROC_STRPN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC SP_1374	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001269860.1; NZ_CP089948.1.;	388	SP_1374	PATHWAY: Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 7/7. {ECO:0000255|HAMAP-Rule:MF_00300}.	GO:0004107; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0010181	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	unknown
P0A335	reviewed	CH60_STRPN	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	groEL groL SP_1906	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000031573.1; NZ_CP089948.1.;	540	SP_1906	NA	GO:0005524; GO:0009408; GO:0016853; GO:0032727; GO:0032729; GO:0032755; GO:0034514; GO:0042026; GO:0045041; GO:0050870; GO:0051082; GO:0051085; GO:0051087; GO:0140662; GO:1990220	chaperone cofactor-dependent protein refolding [GO:0051085]; mitochondrial unfolded protein response [GO:0034514]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of T cell activation [GO:0050870]; positive regulation of type II interferon production [GO:0032729]; protein import into mitochondrial intermembrane space [GO:0045041]; protein refolding [GO:0042026]; response to heat [GO:0009408]	cytoplasm
P0A3M5	reviewed	PBP2_STRPN	Penicillin-binding protein 2B (PBP2b)	penA pbp2b SP_1673	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	NA	680	SP_1673	NA	GO:0005886; GO:0008360; GO:0008658; GO:0009252; GO:0046677; GO:0071555; GO:0071972	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	inner membrane
P0A3M9	reviewed	LDH_STRPN	L-lactate dehydrogenase (L-LDH) (EC 1.1.1.27)	ldh SP_1220	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000204727.1; NZ_CP089948.1.;	328	SP_1220	PATHWAY: Fermentation; pyruvate fermentation to lactate; (S)-lactate from pyruvate: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00488}.	GO:0004459; GO:0005737; GO:0006089; GO:0006096	glycolytic process [GO:0006096]; lactate metabolic process [GO:0006089]	cytoplasm
P0A3Q9	reviewed	MSAB1_STRPN	Peptide methionine sulfoxide reductase MsrA/MsrB 1 [Includes: Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase); Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)]	msrAB1 exp3 msrA SP_1359	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000818207.1; NZ_CP089948.1.;	312	SP_1359	NA	GO:0005737; GO:0005886; GO:0006979; GO:0008113; GO:0030091; GO:0033743; GO:0033744; GO:0036211	protein modification process [GO:0036211]; protein repair [GO:0030091]; response to oxidative stress [GO:0006979]	inner membrane
P0A4J6	reviewed	SODM_STRPN	Superoxide dismutase [Mn] (EC 1.15.1.1)	sodA SP_0766	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000974746.1; NZ_CP089948.1.;	201	SP_0766	NA	GO:0004784; GO:0046872	NA	unknown
P0C2J9	reviewed	TACY_STRPN	Pneumolysin (PLY) (Thiol-activated cytolysin)	ply SP_1923	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001284361.1; NZ_CP089948.1.;	471	SP_1923	NA	GO:0005576; GO:0015485; GO:0016020; GO:0020002; GO:0031640; GO:0090729	killing of cells of another organism [GO:0031640]	secreted
P0CB75	reviewed	PYRF_STRPN	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF SP_0701	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001206711.1; NZ_CP089948.1.;	233	SP_0701	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; UMP from orotate: step 2/2. {ECO:0000255|HAMAP-Rule:MF_01200}.	GO:0004590; GO:0005829; GO:0006207; GO:0042802; GO:0044205	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]	unknown
