uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	organism_id	refseq	kegg	length	locus_tag	pathway	go_ids	go_bp	localization
Q7AKG8	reviewed	RSRA_STRCO	Anti-sigma factor RsrA (Regulator of SigR) (Sigma-R anti-sigma factor RsrA)	rsrA SCO5217	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_629364.1; NC_003888.3.;WP_003973755.1; NZ_VNID01000008.1.;	NA	105	SCO5217	NA	GO:0008270; GO:0016989; GO:0030435; GO:0043934; GO:0051775; GO:0051776	detection of redox state [GO:0051776]; response to redox state [GO:0051775]; sporulation [GO:0043934]; sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
Q7AKG9	reviewed	SIGR_STRCO	ECF RNA polymerase sigma factor SigR (ECF sigma factor SigR) (Alternative RNA polymerase sigma factor SigR) (RNA polymerase sigma-R factor) (Sigma-R factor)	sigR SCO5216	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_629363.1; NC_003888.3.;WP_003973756.1; NZ_VNID01000008.1.;	NA	227	SCO5216	NA	GO:0003677; GO:0006352; GO:0006355; GO:0006979; GO:0016987	DNA-templated transcription initiation [GO:0006352]; regulation of DNA-templated transcription [GO:0006355]; response to oxidative stress [GO:0006979]	unknown
Q7AKI9	reviewed	WHID_STRCO	Transcriptional regulator WhiD (Transcriptional regulator WhiB3)	whiD wblB whiB3 SCO4767	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_628925.1; NC_003888.3.;WP_003974205.1; NZ_VNID01000016.1.;	NA	112	SCO4767	NA	GO:0003677; GO:0005737; GO:0030435; GO:0035731; GO:0045454; GO:0045892; GO:0046872; GO:0047134; GO:0051539	cell redox homeostasis [GO:0045454]; negative regulation of DNA-templated transcription [GO:0045892]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm
Q7AKQ5	reviewed	PSB_STRCO	Proteasome subunit beta (EC 3.4.25.1) (20S proteasome beta subunit) (Proteasome core protein PrcB)	prcB SCO1644 SCI41.27	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_625919.1; NC_003888.3.;WP_003977182.1; NZ_VNID01000018.1.;	NA	281	SCO1644	PATHWAY: Protein degradation; proteasomal Pup-dependent pathway. {ECO:0000255|HAMAP-Rule:MF_02113}.	GO:0004298; GO:0005737; GO:0010498; GO:0019774; GO:0019941; GO:0051603	modification-dependent protein catabolic process [GO:0019941]; proteasomal protein catabolic process [GO:0010498]; proteolysis involved in protein catabolic process [GO:0051603]	cytoplasm
Q9AD92	reviewed	CHPH_STRCO	Chaplin-H	chpH SCO1675	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_625950.1; NC_003888.3.;WP_003977150.1; NZ_VNID01000018.1.;	NA	77	SCO1675	NA	GO:0005576; GO:0007155; GO:0009289; GO:0009986; GO:0042802	cell adhesion [GO:0007155]	unknown
Q9AK25	reviewed	ADD1_STRCO	Adenosine deaminase 1 (ADA 1) (EC 3.5.4.4) (Adenosine aminohydrolase 1)	add1 add5 SCO4901 2SCK8.27	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_629054.1; NC_003888.3.;WP_003974072.1; NZ_VNID01000016.1.;	NA	396	SCO4901	NA	GO:0004000; GO:0005829; GO:0006154; GO:0008270; GO:0009117; GO:0009168; GO:0009897; GO:0043103; GO:0046103; GO:0046936; GO:0060169	adenosine catabolic process [GO:0006154]; hypoxanthine salvage [GO:0043103]; inosine biosynthetic process [GO:0046103]; negative regulation of adenosine receptor signaling pathway [GO:0060169]; nucleotide metabolic process [GO:0009117]; purine ribonucleoside monophosphate biosynthetic process [GO:0009168]	unknown
Q9F3C7	reviewed	FGE_STRCO	Formylglycine-generating enzyme (FGE) (sc-FGE) (EC 1.8.3.7)	SCO7548	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_631591.1; NC_003888.3.;	NA	314	SCO7548	PATHWAY: Protein modification; sulfatase oxidation. {ECO:0000269|PubMed:18390551, ECO:0000269|PubMed:25931126}.	GO:0005509; GO:0018158; GO:0043687; GO:0120147; GO:1903135	post-translational protein modification [GO:0043687]; protein oxidation [GO:0018158]	unknown
Q9FCA6	reviewed	C1582_STRCO	Biflaviolin synthase CYP158A2 (EC 1.14.19.69) (Cytochrome P450 158A2) (CYP158A2)	cyp158a2 SCO1207	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_625496.1; NC_003888.3.;WP_003977624.1; NZ_VNID01000006.1.;	NA	404	SCO1207	PATHWAY: Pigment biosynthesis. {ECO:0000303|PubMed:15659395}.	GO:0004497; GO:0005506; GO:0006707; GO:0008395; GO:0016705; GO:0020037; GO:0036199; GO:0042440	cholesterol catabolic process [GO:0006707]; pigment metabolic process [GO:0042440]	unknown
Q9K3J3	reviewed	MDH_STRCO	Malate dehydrogenase (EC 1.1.1.37)	mdh SCO4827 SC2A6.12	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_628983.1; NC_003888.3.;WP_003974145.1; NZ_VNID01000016.1.;	NA	329	SCO4827	NA	GO:0006099; GO:0006107; GO:0006108; GO:0006734; GO:0030060	malate metabolic process [GO:0006108]; NADH metabolic process [GO:0006734]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]	unknown
Q9K498	reviewed	EIZFM_STRCO	Bifunctional albaflavenone monooxygenase/terpene synthase (Cytochrome P450 170A1) (CYP170A1) [Includes: Epi-isozizaene 5-monooxygenase (EC 1.14.15.39); Beta-farnesene synthase (EC 4.2.3.47)]	SCO5223	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_629370.1; NC_003888.3.;WP_011030120.1; NZ_VNID01000008.1.;	NA	461	SCO5223	NA	GO:0004497; GO:0005506; GO:0005829; GO:0010333; GO:0010334; GO:0016705; GO:0017000; GO:0020037; GO:0042181; GO:0051762	antibiotic biosynthetic process [GO:0017000]; ketone biosynthetic process [GO:0042181]; sesquiterpene biosynthetic process [GO:0051762]	unknown
Q9KXR6	reviewed	CARB_STRCO	Carbamoyl phosphate synthase large chain (EC 6.3.4.16) (EC 6.3.5.5) (Carbamoyl phosphate synthetase ammonia chain)	carB pyrA SCO1483 SC9C5.07c	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_625763.1; NC_003888.3.;WP_003977343.1; NZ_VNID01000021.1.;	NA	1102	SCO1483	PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; carbamoyl phosphate from bicarbonate: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01210}.; PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; (S)-dihydroorotate from bicarbonate: step 1/3. {ECO:0000255|HAMAP-Rule:MF_01210}.	GO:0004070; GO:0004087; GO:0004088; GO:0004151; GO:0005524; GO:0005737; GO:0005829; GO:0006207; GO:0006228; GO:0006526; GO:0006541; GO:0019240; GO:0044205; GO:0046872	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]; citrulline biosynthetic process [GO:0019240]; glutamine metabolic process [GO:0006541]; UTP biosynthetic process [GO:0006228]	unknown
Q9KXR9	reviewed	IHF_STRCO	Integration host factor (Streptomyces integration host factor) (sIHF)	sihF SC9C5.04c SCO1480	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_625760.1; NC_003888.3.;WP_003977346.1; NZ_VNID01000021.1.;	NA	107	SCO1480	NA	GO:0003677; GO:0005737; GO:0009295; GO:0030261	chromosome condensation [GO:0030261]	cytoplasm
Q9KYG7	reviewed	CHPF_STRCO	Chaplin-F (Chaplin-G)	chpF chpG SCO2705	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_626939.1; NC_003888.3.;	NA	88	SCO2705	NA	GO:0005576; GO:0007155; GO:0009289; GO:0009986	cell adhesion [GO:0007155]	unknown
Q9KZC7	reviewed	GLNA3_STRCO	Gamma-glutamylpolyamine synthetase GlnA3 (EC 6.3.1.-)	glnA3 SCO6962	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_631028.1; NC_003888.3.;WP_011031340.1; NZ_VNID01000012.1.;	NA	466	SCO6962	PATHWAY: Amine and polyamine degradation; putrescine degradation. {ECO:0000269|PubMed:28487688, ECO:0000269|PubMed:35409114}.; PATHWAY: Amine and polyamine degradation; spermidine degradation. {ECO:0000269|PubMed:35409114}.; PATHWAY: Amine and polyamine degradation; spermine degradation. {ECO:0000269|PubMed:35409114}.	GO:0000287; GO:0004356; GO:0005524; GO:0006536; GO:0006542; GO:0006598; GO:0009447; GO:0009636; GO:0016874; GO:0016880; GO:0034024; GO:0046203; GO:0046208; GO:1904583	glutamate metabolic process [GO:0006536]; glutamine biosynthetic process [GO:0006542]; polyamine catabolic process [GO:0006598]; putrescine catabolic process [GO:0009447]; response to polyamine macromolecule [GO:1904583]; response to toxic substance [GO:0009636]; spermidine catabolic process [GO:0046203]; spermine catabolic process [GO:0046208]	unknown
Q9KZF5	reviewed	C1581_STRCO	Biflaviolin synthase CYP158A1 (EC 1.14.19.69) (Cytochrome P450 158A1) (CYP158A1)	cyp158a1 SCO6998	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_631063.1; NC_003888.3.;WP_011031367.1; NZ_VNID01000012.1.;	NA	407	SCO6998	PATHWAY: Pigment biosynthesis. {ECO:0000303|PubMed:17614370}.	GO:0004497; GO:0005506; GO:0006707; GO:0008395; GO:0016705; GO:0020037; GO:0036199; GO:0042440	cholesterol catabolic process [GO:0006707]; pigment metabolic process [GO:0042440]	unknown
Q9L1E4	reviewed	SCARP_STRCO	Guanine-specific ADP-ribosyl transferase (EC 2.4.2.-) (NAD(+):guanine-N2-ADP-D-ribosyltransferase) (S.coelicolor ADP-ribosylating protein) (ScARP)	SCO5461	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_629598.1; NC_003888.3.;WP_011030264.1; NZ_VNID01000011.1.;	NA	204	SCO5461	NA	GO:0005576; GO:0016757; GO:0016779	NA	secreted
Q9L1J9	reviewed	CHPD_STRCO	Chaplin-D	chpD SCO2717	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_626950.1; NC_003888.3.;WP_011028536.1; NZ_VNID01000020.1.;	NA	75	SCO2717	NA	GO:0005576; GO:0007155; GO:0009289; GO:0009986	cell adhesion [GO:0007155]	unknown
Q9L1K2	reviewed	GLGE1_STRCO	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1 (GMPMT 1) (EC 2.4.99.16) ((1->4)-alpha-D-glucan:maltose-1-phosphate alpha-D-maltosyltransferase 1)	glgE1 pep1 pep1A pep1I SCO5443 SC6A11.19c	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_629581.1; NC_003888.3.;WP_011030248.1; NZ_VNID01000011.1.;	NA	675	SCO5443	NA	GO:0004556; GO:0009313; GO:0016758; GO:0030979	alpha-glucan biosynthetic process [GO:0030979]; oligosaccharide catabolic process [GO:0009313]	unknown
Q9L1L8	reviewed	PFKA2_STRCO	ATP-dependent 6-phosphofructokinase 2 (ATP-PFK 2) (Phosphofructokinase 2) (EC 2.7.1.11) (Phosphohexokinase 2)	pfkA2 pfk2 SCO5426 SC6A11.02	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_629564.1; NC_003888.3.;WP_003973572.1; NZ_VNID01000011.1.;	NA	341	SCO5426	PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 3/4. {ECO:0000255|HAMAP-Rule:MF_01976}.	GO:0003872; GO:0005524; GO:0005945; GO:0006002; GO:0016208; GO:0030388; GO:0042802; GO:0046872; GO:0047334; GO:0048029; GO:0061621; GO:0070095	canonical glycolysis [GO:0061621]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]	cytoplasm
Q9L268	reviewed	SSGB_STRCO	Sporulation-specific cell division protein SsgB (Sporulation of Streptomyces griseus-like protein B) (SsgA-like protein B) (SALP B)	ssgB SCO1541	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_625820.1; NC_003888.3.;WP_004002642.1; NZ_VNID01000021.1.;	NA	137	SCO1541	NA	GO:0000917; GO:0030428; GO:0030448; GO:0031160; GO:0042244; GO:0043934; GO:0043936; GO:0051301; GO:0051781; GO:0070590; GO:0090529; GO:1901112; GO:1902075; GO:1990586	actinorhodin biosynthetic process [GO:1901112]; asexual sporulation resulting in formation of a cellular spore [GO:0043936]; cell division [GO:0051301]; cell septum assembly [GO:0090529]; cellular response to salt [GO:1902075]; division septum assembly [GO:0000917]; hyphal growth [GO:0030448]; positive regulation of cell division [GO:0051781]; spore wall assembly [GO:0042244]; spore wall biogenesis [GO:0070590]; sporulation [GO:0043934]	unknown
Q9RDS6	reviewed	GLNA2_STRCO	Gamma-glutamylpolyamine synthetase GlnA2 (EC 6.3.1.-)	glnA2 SCO2241	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_626490.1; NC_003888.3.;WP_003976572.1; NZ_VNID01000001.1.;	NA	453	SCO2241	PATHWAY: Amine and polyamine degradation; putrescine degradation. {ECO:0000269|PubMed:35409114}.; PATHWAY: Amine and polyamine degradation; spermidine degradation. {ECO:0000269|PubMed:35409114}.; PATHWAY: Amine and polyamine degradation; spermine degradation. {ECO:0000269|PubMed:35409114}.	GO:0000287; GO:0004356; GO:0004357; GO:0005524; GO:0006536; GO:0006542; GO:0006598; GO:0009447; GO:0009636; GO:0016595; GO:0016880; GO:0034024; GO:0042594; GO:0046203; GO:0046208; GO:1904584	cellular response to polyamine macromolecule [GO:1904584]; glutamate metabolic process [GO:0006536]; glutamine biosynthetic process [GO:0006542]; polyamine catabolic process [GO:0006598]; putrescine catabolic process [GO:0009447]; response to starvation [GO:0042594]; response to toxic substance [GO:0009636]; spermidine catabolic process [GO:0046203]; spermine catabolic process [GO:0046208]	unknown
Q9RJH9	reviewed	KATG_STRCO	Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase)	katG catC cpeB SCO0560 SCF73.07c	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_624873.1; NC_003888.3.;WP_011027206.1; NZ_VNID01000015.1.;	NA	740	SCO0560	NA	GO:0004096; GO:0005829; GO:0020037; GO:0042744; GO:0046872; GO:0070301	cellular response to hydrogen peroxide [GO:0070301]; hydrogen peroxide catabolic process [GO:0042744]	unknown
Q9RKY0	reviewed	RBPA_STRCO	RNA polymerase-binding protein RbpA	rbpA SCO1421	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_625703.1; NC_003888.3.;WP_003977404.1; NZ_VNID01000029.1.;	NA	124	SCO1421	NA	GO:0001000; GO:0001108; GO:0008270; GO:0045893; GO:0046677	positive regulation of DNA-templated transcription [GO:0045893]; response to antibiotic [GO:0046677]	unknown
Q9S2A5	reviewed	LIP1_STRCO	Lipase 1 (EC 3.1.1.3) (Arylesterase) (EC 3.1.1.-)	SCO1725 SCI11.14c	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_625998.1; NC_003888.3.;WP_003977101.1; NZ_VNID01000018.1.;	NA	268	SCO1725	NA	GO:0004806; GO:0005576; GO:0019433; GO:0106435	triglyceride catabolic process [GO:0019433]	secreted
Q9WX11	reviewed	BLDN_STRCO	ECF RNA polymerase sigma factor BldN (Sigma BldN) (Alternative RNA polymerase sigma factor BldN)	bldN whiN SCO3323 SCE68.21	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_627533.1; NC_003888.3.;WP_003975513.1; NZ_VNID01000025.1.;	NA	264	SCO3323	NA	GO:0003677; GO:0006352; GO:0006355; GO:0016987; GO:0030435; GO:0050896	DNA-templated transcription initiation [GO:0006352]; regulation of DNA-templated transcription [GO:0006355]; response to stimulus [GO:0050896]; sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
Q9X839	reviewed	CYC2_STRCO	Germacradienol/geosmin synthase [Includes: Germacradienol/germacrene D synthase (EC 4.2.3.22) (EC 4.2.3.75) (Sesquiterpene cyclase) (Sesquiterpene synthase); Geosmin synthase (EC 4.1.99.16)]	cyc2 SCO6073 SC9B1.20	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_630182.1; NC_003888.3.;WP_011030632.1; NZ_VNID01000009.1.;	NA	726	SCO6073	PATHWAY: Secondary metabolite biosynthesis; geosmin biosynthesis.; PATHWAY: Sesquiterpene biosynthesis; germacradienol biosynthesis; germacradienol from farnesyl diphosphate: step 1/1.; PATHWAY: Sesquiterpene biosynthesis; germacrene D biosynthesis; germacrene D from farnesyl diphosphate: step 1/1.	GO:0034004; GO:0046872; GO:0052577	NA	unknown
Q9X9Z2	reviewed	CHPE_STRCO	Chaplin-E	chpE SCO1800	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_626070.1; NC_003888.3.;WP_003977022.1; NZ_VNID01000001.1.;	NA	82	SCO1800	NA	GO:0005576; GO:0007155; GO:0009289; GO:0009986	cell adhesion [GO:0007155]	unknown
Q9XA14	reviewed	SRTE1_STRCO	Sortase SrtE1 (EC 3.4.22.70) (Sortase E1 transpeptidase)	srtE1 SCO3850	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_628038.1; NC_003888.3.;WP_011029270.1; NZ_VNID01000003.1.;	NA	352	SCO3850	NA	GO:0005886; GO:0006508; GO:0008233	proteolysis [GO:0006508]	inner membrane
Q9ZBQ7	reviewed	RNC_STRCO	Ribonuclease 3 (EC 3.1.26.3) (Antibiotic biosynthesis protein B) (AbsB) (Ribonuclease III) (RNase III)	rnc absB SCO5572 SC7A1.16	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_629707.1; NC_003888.3.;WP_003973423.1; NZ_VNID01000011.1.;	NA	276	SCO5572	NA	GO:0003725; GO:0004525; GO:0005737; GO:0006364; GO:0006369; GO:0006396; GO:0006397; GO:0008033; GO:0010468; GO:0019843; GO:0031053; GO:0031054; GO:0034475; GO:0046872	mRNA processing [GO:0006397]; pre-miRNA processing [GO:0031054]; primary miRNA processing [GO:0031053]; regulation of gene expression [GO:0010468]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]; termination of RNA polymerase II transcription [GO:0006369]; tRNA processing [GO:0008033]; U4 snRNA 3'-end processing [GO:0034475]	cytoplasm
Q9ZBU1	reviewed	XYOA_STRCO	Alditol oxidase (AldO) (EC 1.1.3.41) (Xylitol oxidase)	xyoA aldo SCO6147 SC1A9.11c	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_630252.1; NC_003888.3.;WP_011030685.1; NZ_VNID01000009.1.;	NA	418	SCO6147	NA	GO:0003885; GO:0016020; GO:0050582; GO:0071949; GO:0080049	NA	unknown
O51917	reviewed	SODF_STRCO	Superoxide dismutase [Fe-Zn] 1 (EC 1.15.1.1) (FeSOD I) (SOD2)	sodF1 sodB sodF SCO2633 SC8E4A.03	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_626869.1; NC_003888.3.;WP_003976168.1; NZ_VNID01000020.1.;	NA	213	SCO2633	NA	GO:0004784; GO:0005737; GO:0046872	NA	cytoplasm
O69198	reviewed	ILVD_STRCO	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD SCO3345 SCE7.12c	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_627554.1; NC_003888.3.;WP_011028925.1; NZ_VNID01000023.1.;	NA	617	SCO3345	PATHWAY: Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate: step 3/4. {ECO:0000255|HAMAP-Rule:MF_00012}.; PATHWAY: Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate: step 3/4. {ECO:0000255|HAMAP-Rule:MF_00012}.	GO:0000287; GO:0004160; GO:0005829; GO:0008652; GO:0009097; GO:0009099; GO:0016836; GO:0051537	amino acid biosynthetic process [GO:0008652]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	unknown
O69875	unreviewed	O69875_STRCO	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH SCO5587	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_629721.1; NC_003888.3.;WP_011030322.1; NZ_VNID01000034.1.;	NA	648	SCO5587	NA	GO:0004176; GO:0004222; GO:0005524; GO:0005886; GO:0006508; GO:0008270; GO:0016887; GO:0030163; GO:0051301	cell division [GO:0051301]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	inner membrane
O69980	reviewed	NRDR_STRCO	Transcriptional repressor NrdR	nrdR SCO5804 SC4H2.25	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_629928.1; NC_003888.3.;WP_003973218.1; NZ_VNID01000007.1.;	NA	182	SCO5804	NA	GO:0003677; GO:0005524; GO:0008270; GO:0045892	negative regulation of DNA-templated transcription [GO:0045892]	unknown
O86560	reviewed	PGLW_STRCO	Probable kinase PglW (Bacteriophage (PhiC31) resistance gene PglW)	pglW SC1F2.23 SCO6626	Streptomyces coelicolor ATCC BAA-471 / A32 / M145	100226	NP_630703.1; NC_003888.3.;WP_011031052.1; NZ_VNID01000002.1.;	NA	1557	SCO6626	NA	GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0016310; GO:0034599; GO:0051607	cellular response to oxidative stress [GO:0034599]; defense response to virus [GO:0051607]; phosphorylation [GO:0016310]	unknown
