uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	organism_id	refseq	kegg	length	locus_tag	pathway	go_ids	go_bp	localization
Q0KDL6	reviewed	ADH_CUPNH	Alcohol dehydrogenase (EC 1.1.1.1) (EC 1.1.1.4) (EC 1.2.1.3)	adh H16_A0757	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_010812995.1; NZ_CP039287.1.;	reh:H16_A0757	366	H16_A0757	NA	GO:0000721; GO:0004022; GO:0004029; GO:0008270; GO:0043878	NA	unknown
P22318	reviewed	HOXU_CUPNH	NAD-reducing hydrogenase HoxS subunit gamma (EC 1.12.1.2)	hoxU PHG089	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011154011.1; NZ_CP039289.1.;	reh:PHG089	234	PHG089	NA	GO:0005737; GO:0008137; GO:0016020; GO:0042773; GO:0046872; GO:0047985; GO:0051537; GO:0051539	ATP synthesis coupled electron transport [GO:0042773]	cytoplasm
P23608	reviewed	PHAC_CUPNH	Poly(3-hydroxyalkanoate) polymerase subunit PhaC (PHA polymerase) (EC 2.3.1.-) (PHB synthase subunit PhaC) (Poly(3-hydroxybutyrate) polymerase subunit PhaC) (PHB polymerase) (Poly-beta-hydroxybutyrate polymerase) (Polyhydroxyalkanoate synthase subunit PhaC) (PHA synthase)	phaC phbC H16_A1437	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011615085.1; NZ_CP039287.1.;	reh:H16_A1437	589	H16_A1437	PATHWAY: Biopolymer metabolism; poly-(R)-3-hydroxybutanoate biosynthesis. {ECO:0000269|PubMed:2670936}.	GO:0005737; GO:0016746; GO:0042619	poly-hydroxybutyrate biosynthetic process [GO:0042619]	cytoplasm
P31638	reviewed	ACSA_CUPNH	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA acoE H16_A2525	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011615709.1; NZ_CP039287.1.;	reh:H16_A2525	660	H16_A2525	PATHWAY: Ketone degradation; acetoin degradation.	GO:0003987; GO:0005524; GO:0005829; GO:0016208; GO:0019427; GO:0045150; GO:0046872	acetoin catabolic process [GO:0045150]; acetyl-CoA biosynthetic process from acetate [GO:0019427]	unknown
P31891	reviewed	MBHL_CUPNH	Uptake hydrogenase large subunit (EC 1.12.99.6) (Hydrogenlyase) (Membrane-bound hydrogenase large subunit)	hoxG PHG002	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011153927.1; NZ_CP039289.1.;	reh:PHG002	618	PHG002	NA	GO:0005886; GO:0008901; GO:0016151; GO:0033748	NA	inner membrane
P39186	reviewed	NAPB_CUPNH	Periplasmic nitrate reductase, electron transfer subunit (Diheme cytochrome c NapB)	napB PHG212	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011154127.1; NZ_CP039289.1.;	reh:PHG212	169	PHG212	NA	GO:0009061; GO:0042597; GO:0046872	anaerobic respiration [GO:0009061]	periplasm
P42721	reviewed	RBL1P_CUPNH	Ribulose bisphosphate carboxylase large chain, plasmid (RuBisCO large subunit) (EC 4.1.1.39)	cbbL2 cbbL cbxLP cfxLP PHG427	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011154339.1; NZ_CP039289.1.;	reh:PHG427	486	PHG427	NA	GO:0000287; GO:0004497; GO:0016984; GO:0019253	reductive pentose-phosphate cycle [GO:0019253]	unknown
Q0K1E0	reviewed	RBL1C_CUPNH	Ribulose bisphosphate carboxylase large chain, chromosomal (RuBisCO large subunit) (EC 4.1.1.39)	cbbL1 cbbL cbxLC cfxLC H16_B1395	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_010809289.1; NZ_CP039288.1.;	reh:H16_B1395	486	H16_B1395	NA	GO:0000287; GO:0004497; GO:0016984; GO:0019253	reductive pentose-phosphate cycle [GO:0019253]	unknown
Q0K3R9	reviewed	RBKTP_CUPNH	Bifunctional ribose 1,5-bisphosphokinase-thymidine phosphorylase [Includes: Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23) (Ribose 1,5-bisphosphokinase); Putative thymidine phosphorylase (EC 2.4.2.4) (TdRPase)]	phnN H16_B0558	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011616677.1; NZ_CP039288.1.;	reh:H16_B0558	601	H16_B0558	PATHWAY: Metabolic intermediate biosynthesis; 5-phospho-alpha-D-ribose 1-diphosphate biosynthesis; 5-phospho-alpha-D-ribose 1-diphosphate from D-ribose 5-phosphate (route II): step 3/3.	GO:0004645; GO:0005524; GO:0005829; GO:0006015; GO:0006196; GO:0006206; GO:0006213; GO:0009032; GO:0015716; GO:0019634; GO:0033863	5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; AMP catabolic process [GO:0006196]; organic phosphonate metabolic process [GO:0019634]; organic phosphonate transport [GO:0015716]; pyrimidine nucleobase metabolic process [GO:0006206]; pyrimidine nucleoside metabolic process [GO:0006213]	unknown
Q0K4J3	unreviewed	Q0K4J3_CUPNH	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD H16_B0280 E6A55_20515	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011616459.1; NZ_CP039288.1.;	reh:H16_B0280	619	H16_B0280	PATHWAY: Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate: step 3/4. {ECO:0000256|ARBA:ARBA00029437, ECO:0000256|HAMAP-Rule:MF_00012}.; PATHWAY: Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate: step 3/4. {ECO:0000256|ARBA:ARBA00029436, ECO:0000256|HAMAP-Rule:MF_00012}.	GO:0000287; GO:0004160; GO:0005829; GO:0008652; GO:0009097; GO:0009099; GO:0051537	amino acid biosynthetic process [GO:0008652]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	unknown
Q0K5F4	unreviewed	Q0K5F4_CUPNH	Phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK) (EC 4.1.1.32) (GTP-dependent phosphoenolpyruvate carboxykinase) (GTP-PEPCK)	pepck pckG H16_A3711 E6A55_18925	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011616270.1; NZ_CP039287.1.;	reh:H16_A3711	618	H16_A3711	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000256|HAMAP-Rule:MF_00452}.	GO:0004613; GO:0005525; GO:0005829; GO:0006094; GO:0016301; GO:0016310; GO:0019543; GO:0030145; GO:0032869; GO:0042594; GO:0046327; GO:0071333; GO:0071549	cellular response to dexamethasone stimulus [GO:0071549]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; gluconeogenesis [GO:0006094]; glycerol biosynthetic process from pyruvate [GO:0046327]; phosphorylation [GO:0016310]; propionate catabolic process [GO:0019543]; response to starvation [GO:0042594]	cytoplasm
Q0K6L9	unreviewed	Q0K6L9_CUPNH	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)	murE H16_A3278 E6A55_16715	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011616091.1; NZ_CP039287.1.;	reh:H16_A3278	520	H16_A3278	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00208, ECO:0000256|RuleBase:RU004135}.	GO:0000287; GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008765; GO:0009252; GO:0051301; GO:0071555	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm
Q0K6N4	unreviewed	Q0K6N4_CUPNH	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	argJ H16_A3263 E6A55_16640	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011616086.1; NZ_CP039287.1.;	reh:H16_A3263	408	H16_A3263	PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; L-ornithine and N-acetyl-L-glutamate from L-glutamate and N(2)-acetyl-L-ornithine (cyclic): step 1/1. {ECO:0000256|HAMAP-Rule:MF_01106}.; PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; N(2)-acetyl-L-ornithine from L-glutamate: step 1/4. {ECO:0000256|HAMAP-Rule:MF_01106}.	GO:0004042; GO:0004358; GO:0005737; GO:0006526; GO:0006592; GO:0103045	arginine biosynthetic process [GO:0006526]; ornithine biosynthetic process [GO:0006592]	cytoplasm
Q0K784	reviewed	PPNP_CUPNH	Pyrimidine/purine nucleoside phosphorylase (EC 2.4.2.1) (EC 2.4.2.2) (Adenosine phosphorylase) (Cytidine phosphorylase) (Guanosine phosphorylase) (Inosine phosphorylase) (Thymidine phosphorylase) (Uridine phosphorylase) (Xanthosine phosphorylase)	ppnP H16_A3062	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	NA	reh:H16_A3062	105	H16_A3062	NA	GO:0004731; GO:0004850; GO:0005829; GO:0009032; GO:0016154; GO:0047975	NA	unknown
Q0K798	unreviewed	Q0K798_CUPNH	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	dfp coaBC H16_A3048	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011615966.1; NC_008313.1.;	reh:H16_A3048	416	H16_A3048	PATHWAY: Cofactor biosynthesis; coenzyme A biosynthesis; CoA from (R)-pantothenate: step 2/5. {ECO:0000256|HAMAP-Rule:MF_02225, ECO:0000256|RuleBase:RU364078}.; PATHWAY: Cofactor biosynthesis; coenzyme A biosynthesis; CoA from (R)-pantothenate: step 3/5. {ECO:0000256|HAMAP-Rule:MF_02225, ECO:0000256|RuleBase:RU364078}.	GO:0004632; GO:0004633; GO:0010181; GO:0015937; GO:0015941; GO:0046872; GO:0071513	coenzyme A biosynthetic process [GO:0015937]; pantothenate catabolic process [GO:0015941]	unknown
Q0K7W0	reviewed	GLYA_CUPNH	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA H16_A2834	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_010813742.1; NZ_CP039287.1.;	reh:H16_A2834	415	H16_A2834	PATHWAY: One-carbon metabolism; tetrahydrofolate interconversion. {ECO:0000255|HAMAP-Rule:MF_00051}.; PATHWAY: Amino-acid biosynthesis; glycine biosynthesis; glycine from L-serine: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00051}.	GO:0004372; GO:0005829; GO:0006565; GO:0008270; GO:0019264; GO:0030170; GO:0035999; GO:0046655; GO:0050897; GO:0070905	folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; L-serine catabolic process [GO:0006565]; tetrahydrofolate interconversion [GO:0035999]	cytoplasm
Q0K7X8	unreviewed	Q0K7X8_CUPNH	Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase)	kynU H16_A2815 E6A55_14365	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011615845.1; NZ_CP039287.1.;	reh:H16_A2815	418	H16_A2815	PATHWAY: Amino-acid degradation; L-kynurenine degradation; L-alanine and anthranilate from L-kynurenine: step 1/1. {ECO:0000256|HAMAP-Rule:MF_01970, ECO:0000256|PIRNR:PIRNR038800}.; PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; quinolinate from L-kynurenine: step 2/3. {ECO:0000256|HAMAP-Rule:MF_01970, ECO:0000256|PIRNR:PIRNR038800}.	GO:0005737; GO:0019441; GO:0019805; GO:0030170; GO:0030429; GO:0034354; GO:0043420; GO:0061981; GO:0097053	'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; L-kynurenine catabolic process [GO:0097053]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process to kynurenine [GO:0019441]	unknown
Q0K815	reviewed	KATG_CUPNH	Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase)	katG H16_A2777	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011615827.1; NZ_CP039287.1.;	reh:H16_A2777	751	H16_A2777	NA	GO:0004096; GO:0005829; GO:0020037; GO:0042744; GO:0046872; GO:0070301	cellular response to hydrogen peroxide [GO:0070301]; hydrogen peroxide catabolic process [GO:0042744]	unknown
Q0K8H1	unreviewed	Q0K8H1_CUPNH	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	asd H16_A2618 E6A55_13375	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_010814630.1; NZ_CP039287.1.;	reh:H16_A2618	378	H16_A2618	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via DAP pathway; (S)-tetrahydrodipicolinate from L-aspartate: step 2/4. {ECO:0000256|ARBA:ARBA00005076, ECO:0000256|HAMAP-Rule:MF_02121}.; PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; L-homoserine from L-aspartate: step 2/3. {ECO:0000256|ARBA:ARBA00005021, ECO:0000256|HAMAP-Rule:MF_02121}.; PATHWAY: Amino-acid biosynthesis; L-threonine biosynthesis; L-threonine from L-aspartate: step 2/5. {ECO:0000256|ARBA:ARBA00005097, ECO:0000256|HAMAP-Rule:MF_02121}.	GO:0004073; GO:0009088; GO:0009089; GO:0009097; GO:0019877; GO:0046983; GO:0050661; GO:0051287; GO:0071266	'de novo' L-methionine biosynthetic process [GO:0071266]; diaminopimelate biosynthetic process [GO:0019877]; isoleucine biosynthetic process [GO:0009097]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]	unknown
Q0K8H9	unreviewed	Q0K8H9_CUPNH	Dihydrofolate synthase/folylpolyglutamate synthase (EC 6.3.2.12) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	folC H16_A2610 E6A55_13335	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_010814638.1; NZ_CP039287.1.;	reh:H16_A2610	436	H16_A2610	PATHWAY: Cofactor biosynthesis; tetrahydrofolate biosynthesis; 7,8-dihydrofolate from 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate and 4-aminobenzoate: step 2/2. {ECO:0000256|ARBA:ARBA00004799}.; PATHWAY: Cofactor biosynthesis; tetrahydrofolylpolyglutamate biosynthesis. {ECO:0000256|ARBA:ARBA00005150}.	GO:0004326; GO:0005524; GO:0005829; GO:0008841; GO:0046654; GO:0046656; GO:0046872	folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	unknown
Q0K8K8	unreviewed	Q0K8K8_CUPNH	Ribonuclease E (RNase E) (EC 3.1.26.12)	cafA2 rne H16_A2580 E6A55_13185	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_011615730.1; NZ_CP039287.1.;	reh:H16_A2580	1024	H16_A2580	NA	GO:0000049; GO:0000287; GO:0004521; GO:0005737; GO:0006364; GO:0006402; GO:0008033; GO:0008270; GO:0008995; GO:0009898; GO:0019843	mRNA catabolic process [GO:0006402]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]	cytoplasm
Q0K8N3	reviewed	RNC_CUPNH	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	rnc H16_A2555	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_010814690.1; NZ_CP039287.1.;	reh:H16_A2555	256	H16_A2555	NA	GO:0003725; GO:0004525; GO:0005737; GO:0006364; GO:0006369; GO:0006397; GO:0008033; GO:0019843; GO:0031053; GO:0031054; GO:0034475; GO:0046872	mRNA processing [GO:0006397]; pre-miRNA processing [GO:0031054]; primary miRNA processing [GO:0031053]; rRNA processing [GO:0006364]; termination of RNA polymerase II transcription [GO:0006369]; tRNA processing [GO:0008033]; U4 snRNA 3'-end processing [GO:0034475]	cytoplasm
Q0K8Y0	unreviewed	Q0K8Y0_CUPNH	Carbamoyl phosphate synthase large chain (EC 6.3.4.16) (EC 6.3.5.5) (Carbamoyl phosphate synthetase ammonia chain)	carB2 carB H16_A2452 E6A55_12585	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha	381666	WP_010814320.1; NZ_CP039287.1.;	reh:H16_A2452	1082	H16_A2452	PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; carbamoyl phosphate from bicarbonate: step 1/1. {ECO:0000256|ARBA:ARBA00005077, ECO:0000256|HAMAP-Rule:MF_01210}.; PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; (S)-dihydroorotate from bicarbonate: step 1/3. {ECO:0000256|HAMAP-Rule:MF_01210}.	GO:0004070; GO:0004087; GO:0004088; GO:0004151; GO:0005524; GO:0005829; GO:0006207; GO:0006228; GO:0006526; GO:0006541; GO:0019240; GO:0044205; GO:0046872	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]; citrulline biosynthetic process [GO:0019240]; glutamine metabolic process [GO:0006541]; UTP biosynthetic process [GO:0006228]	unknown
